EPAID,SITENAME,SITEADDR,SITECITY,SITECOUNTY,LATITUDE,LONGITUDE
NONCD0003082,SIMPSON STRONG TIE_FRMR,809 SOUNDSIDE RD,EDENTON,CHOWAN,36.01787,-76.5636
NONCD0003083,NORTH GRAHAM ST SOLVENTS,4227 N GRAHAM ST,CHARLOTTE,MECKLENBURG,35.27358,-80.81224
NONCD0003084,LELAND AUTO SALVAGE,142 AND 150 S NAVASSA RD,LELAND,BRUNSWICK,34.242602,-78.001347
NONCD0003085,COCA COLA SANFORD,1605 HAWKINS AVE,SANFORD,LEE,35.501756,-79.179962
NONCD0003086,ASHEVILLE TANNERY,339 OLD LYMAN STREET,ASHEVILLE,BUNCOMBE,35.576556,-82.565934
NONCD0003087,MAIN ST SOLVENT CONTAMINATION_500 BLOCK,510 TO 520 S MAIN STREET,HENDERSONVILLE,HENDERSON,35.308438,-82.458509
NONCD0003088,MARKET ST GROUNDWATER PCE CONTAMINATION,7984 MARKET ST,WILMINGTON,NEW HANOVER,34.291574,-77.798559
NONCD0003089,WEST 7TH ST PCE CONTAMINATION,310 WEST 7TH STREET,WINSTON-SALEM,FORSYTH,36.102732,-80.248588
NONCD0003090,WEST MOREHEAD II PCE IN GROUNDWATER,2100 TO 2200 W MOREHEAD ST,CHARLOTTE,MECKLENBURG,35.225633,-80.875131
NONCD0003091,NORTH MERRITT MILL RD PCE CONTAMINATION,N MERRITT MILL RD AND W FRANKL,CHAPEL HILL,ORANGE,35.910012,-79.064804
NONCD0003092,CHESTNUT AVE SOIL CONTAMINATION,203 CHESTNUT AVE,KANNAPOLIS,CABARRUS,35.498653,-80.628203
NONCD0003093,WEST MOREHEAD TCE IN GROUNDWATER,1300 W MOREHEAD ST,CHARLOTTE,MECKLENBURG,35.229368,-80.862561
NONCD0003094,MINT ST TCE CONTAMINATION,1500 BLOCK S MINT ST,CHARLOTTE,MECKLENBURG,35.218674,-80.861083
NONCD0003095,NC HWY 86 METALS CONTAMINATION,1908 TO 2032 NC HWY 86,HILLSBOROUGH,ORANGE,36.055995,-79.078111
NONCD0003096,HUNT ST CHROMIUM CONTAMINATION,214 AND 216 HUNT ST,DURHAM,DURHAM,36.000195,-78.900465
NONCD0003097,CFI READY MIX_FRMR,306 E MCNEIL ST,LILLINGTON,HARNETT,35.3919,-78.81365
NONCD0003099,BASF,7308 ROUSE RD,HOLLY SPRINGS,WAKE,35.60651,-78.8451
NONCD0003100,HILLTOP RD CONTAMINATION,5801 HILLTOP RD,RALEIGH,WAKE,35.70216,-78.64367
NONCD0003101,CORBETT FARMING FACILITY,2501 BLUE CLAY RD,WILMINGTON,NEW HANOVER,34.28499,-77.91389
NONCD0003103,COMMONWEALTH AVENUE DRY CLEANERS,1809 COMMONWEALTH AVE,CHARLOTTE,MECKLENBURG,35.21889,-80.81392
NONCD0003104,LEE AVE PCE CONTAMINATION,2820 LEE AVE,SANFORD,LEE,35.451749,-79.14702
NONCD0003106,SIXTEENTH ST PCE_TCE,1400 16TH ST NE,HICKORY,CATAWBA,35.747117,-81.302798
NONCD0003107,RIGSBEE AVE CR IN SOIL,730 AND 723 RIGSBEE AVENUE; 62,DURHAM,DURHAM,36.003247,-78.900766
NONCD0003108,NC HWY 54 CONTAMINATION,4001 AND 4151 EAST NC HWY 54,DURHAM,DURHAM,35.88901,-78.846198
NONCD0003109,MONROE RD VOCS,3412 MONROE RD,CHARLOTTE,MECKLENBURG,35.201153,-80.799681
NONCD0003110,GREENSBORO ST TCE,4101 GREENSBORO ST.,CHARLOTTE,MECKLENBURG,35.254902,-80.795909
NONCD0003111,WEST TREMONT CONTAMINATION,511 AND 527 WEST TREMONT AVE,CHARLOTTE,MECKLENBURG,35.210442,-80.868966
NONCD0003112,EW GODWIN PROPERTY,1233 CASTLE HAYNE RD,WILMINGTON,NEW HANOVER,34.261596,-77.938716
NONCD0003113,3C PACKAGING,1000 CC DRIVE,CLAYTON,JOHNSTON,35.67202,-78.49463
NONCD0003114,DL ROGERS CORP,1814 NEUSE BLVD,NEW BERN,CRAVEN,35.111289,-77.064486
NONCD0003115,BREWERS REPAIR SHOP,8325 NC HWY 705,EAGLE SPRINGS,MOORE,35.372558,-79.593427
NONCD0003116,HART FURNITURE CO,420 E 3RD ST,SILER CITY,CHATHAM,35.726765,-79.459165
NONCD0003117,DENBUR DRIVE PCE,DENBUR DRIVE,CHARLOTTE,MECKLENBURG,35.23027,-80.67365
NONCD0003118,MR TIRE,421 S FISHER ST,BURLINGTON,ALAMANCE,36.093384,-79.442284
NONCD0003119,FORWARD HIGH POINT PROPERTY,720 N MAIN ST,HIGH POINT,GUILFORD,35.96333,-80.010278
NONCD0003120,NEUWIRTH MOTORS,219 S COLLEGE RD,WILMINGTON,NEW HANOVER,34.23921,-77.869906
NONCD0003121,BSC HOLDINGS,GUILFORD COLLEGE RD,JAMESTOWN,GUILFORD,36.04611,-79.924167
NONCD0003123,EAST MEADOW ROAD PCP,863 EAST MEADOW RD,EDEN,ROCKINGHAM,36.515731,-79.716381
NONCD0003124,N COLLEGE ST METALS IN GW,300 N COLLEGE ST,CHARLOTTE,MECKLENBURG,35.22781,-80.839128
NONCD0003125,SALISBURY STREET CONTAMINATION,616 SOUTH SALISBURY ST,RALEIGH,WAKE,35.772627,-78.640803
NONCD0003126,WILKINSON BLVD PCE,2601 AND 2613 WILKINSON BLVD,CHARLOTTE,MECKLENBURG,35.223176,-80.884757
NONCD0003127,HANOVER CENTER METALS,1301 INDEPENDENCE BLVD,WILMINGTON,NEW HANOVER,34.217647,-77.903647
NONCD0003128,TRYON STREET TCE,2321 SOUTH TRYON ST,CHARLOTTE,MECKLENBURG,35.20757,-80.867176
NONCD0003129,CENTRAL AVE METALS,1400 CENTRAL AVE,CHARLOTTE,MECKLENBURG,35.220261,-80.815312
NONCD0003130,ROBINSON TERRACE VOCS,810 ROBINSON TERRACE,HENDERSONVILLE,HENDERSON,35.324167,-82.454649
NONCD0003131,WILKINSON BLVD METALS,3015 WILKINSON BLVD,CHARLOTTE,MECKLENBURG,35.222903,-80.889657
NONCD0003132,VERMEER ALL ROADS,201 CROMPTON ST,CHARLOTTE,MECKLENBURG,35.1164,-80.91624
NONCD0003134,MONROE RD ORGANICS,4726 MONROE RD,CHARLOTTE,MECKLENBURG,35.19322,-80.7817
NONCD0003135,QUALITY CONCRETE,1587 WILMINGTON HWY,FAYETTEVILLE,CUMBERLAND,35.017554,-78.862967
NONCD0003137,ABC TOWING OF THE CAROLINAS,613 E SECOND ST,GASTONIA,GASTON,35.25984,-81.17288
NONCD0003139,RTC HILL BLDG,862 N RALEIGH ST,GREENSBORO,GUILFORD,36.0825,-79.75778
NONCD0003140,TRYON HILL DR SOLVENT CONTAMINATION,905 TRYON HILL DR,RALEIGH,WAKE,35.780834,-78.656699
NONCD0003141,LYMAN ST SOLVENT CONTAMINATION,175 LYMAN ST,ASHEVILLE,BUNCOMBE,35.583893,-82.566395
NONCD0003142,TRYON AND MATHESON PCE CONTAMINATION,110 MATHESON AVE,CHARLOTTE,MECKLENBURG,35.248469,-80.815836
NONCD0003143,HOVIS RD SOIL CONTAMINATION,5205 HOVIS RD,CHARLOTTE,MECKLENBURG,35.272168,-80.899879
NONCD0003144,ELM ST DCA CONTAMINATION,225 NORTH ELM ST,HIGH POINT,GUILFORD,35.958446,-80.009456
NONCD0003145,WEST CARSON GROUNDWATER CONTAMINATION,308 WEST CARSON BLVD,CHARLOTTE,MECKLENBURG,35.222157,-80.855367
NONCD0003146,EAST 36TH ST LEAD CONTAMINATION,430 E 36TH ST,CHARLOTTE,MECKLENBURG,35.2489,-80.806053
NONCD0003147,EAST MARTIN ST SOLVENT CONTAMINATION,215 SOUTH PERSON ST,RALEIGH,WAKE,35.77746,-78.634144
NONCD0003148,KIMWELL DR SOLVENT CONTAMINATION,3803 KIMWELL DR,WINSTON-SALEM,FORSYTH,36.046486,-80.32101
NONCD0003149,GALLANT MARITIME,293 W BEAUFORT RD EXT,BEAUFORT,CARTERET,34.72895,-76.66641
NONCD0003150,POWERSECURE MANUFACTURING INC,1410 COLTRANE MILL RD,RANDELMAN,RANDOLPH,35.911434,-79.851671
NONCD0003151,STEVENS PARK,W 9TH STREET AND MAPLE STREET,SOUTHPORT,BRUNSWICK,33.92703,-78.03465
NONCD0003152,SOUTHERN RESOURCES SCRAP METAL,3826 RALEIGH STREET,CHARLOTTE,MECKLENBURG,35.25228,-80.79805
NONCD0003153,FORMER CONOCO PHILLIPS 66,6000 GLENWOOD AVENUE,RALEIGH,WAKE,35.854658,-78.699798
NONCD0003154,NEBEL KNITTING,121 WEST BLVD,CHARLOTTE,MECKLENBURG,35.212678,-80.859937
NONCD0003155,KESLER MILL,423 N. MARTIN LUTHER KING JR A,SALISBURY,ROWAN,35.664595,-80.458186
NONCD0003156,ROSEMARY COMPLEX,1200 HENRY ST,ROANOKE RAPIDS,HALIFAX,36.454603,-77.662258
NONCD0003157,UNIVERSITY FORD,601 WILLARD ST,DURHAM,DURHAM,35.993769,-78.906496
NONCD0003158,BLAND STREET CONTAMINATION,322 W. BLAND ST,CHARLOTTE,MECKLENBURG,35.219927,-80.85758
NONCD0003159,SWEETEN CREEK ROAD CONTAMINATION,1140 SWEETEN CREEK RD,ASHEVILLE,BUNCOMBE,35.543074,-82.520964
NONCD0003160,BELTEX MILL,130 PERFORMANCE DR,BELMONT,GASTON,35.257709,-81.061318
NONCD0003161,WINONA STREET CONTAMINATION,131 WINONA ST,CHARLOTTE,MECKLENBURG,35.216909,-80.856426
NONCD0003162,JUDSON CHURCH ROAD TRUCK REPAIR,520 JUDSON CHURCH RD,FAYETTEVILLE,CUMBERLAND,35.00894,-78.816171
NONCD0003165,PERDUE AGRIBUSINESS - CHADBOURN,612 SOUTH BROWN ST,CHADBOURN,COLUMBUS,34.314032,-78.826886
NONCD0003166,ROBB PROPERTIES,1300-1318 CAPITAL BOULEVARD,RALEIGH,WAKE,35.79831,-78.63771
NONCD0003167,"CORMETECH, INC.",304 LINWOOD ROAD,KINGS MOUNTAIN,CLEVELAND,35.25105,-81.33539
NONCD0003168,FORMER UNION 76 STATION,6101 GLENWOOD AVENUE,RALEIGH,WAKE,35.855078,-78.702064
NONCD0003169,LAKEFILL ROAD CONTAMINATION,LAKEFILL RD,CHARLOTTE,MECKLENBURG,35.21193,-80.73851
NONCD0003170,ROZZELLES FERRY RD PCE,BUNGALOW & ROZZELLES FERRY RD,CHARLOTTE,MECKLENBURG,35.25091,-80.87067
NONCD0003171,SANITARY LAUNDRY,417 S MCDOWELL ST,RALEIGH,WAKE,35.774941,-78.641763
NONCD0003172,SHOWROOM PROPERTIES,S ELM ST & W RUSSELL AVE,HIGH POINT,GUILFORD,35.95227,-80.0068
NONCD0003173,HOOPERS CREEK ROAD VOCS,HOOPERS CREEK ROAD,FLETCHER,HENDERSON,35.4383,-82.46758
NONCD0003174,GRAHAM WWTP DISPOSAL AREA,1204 E GILBREATH ST,GRAHAM,ALAMANCE,36.049006,-79.371153
NONCD0003175,GUARDSMAN CHEMICALS INC,2147 BREVARD RD,HIGH POINT,GUILFORD,35.924607,-79.996722
NONCD0003176,COROLLA CATTLE DIP,1215 PONTON LN,COROLLA,CURRITUCK,36.384208,-75.833723
NONCD0003177,MT GILEAD COTTON OIL CO,299 INDUSTRY AVE,MOUNT GILEAD,MONTGOMERY,35.217847,-80.006535
NONCD0003178,LUDWIG MUSSER FACILITY,2804 & 2806 MASON ST,MONROE,UNION,34.986244,-80.49857
NONCD0003179,CRAYTON PRINTING,"2301, 2321, 2327 DISTRIBUTION",CHARLOTTE,MECKLENBURG,35.206626,-80.865876
NONCD0003180,WEBB METALS,1305 PHILADELPHIA CHURCH RD,DALLAS,GASTON,35.33973,-81.17139
NONCD0003181,THOMASVILLE PLANT B,310 FISHER FERRY ST,THOMASVILLE,DAVIDSON,35.87638,-80.084624
NONCD0003182,LIBERTY ST METALS,3305 N LIBERTY ST,WINSTON SALEM,FORSYTH,36.132191,-80.231072
NONCD0003183,ELIZABETH AVE PCE,1609 ELIZABETH AVE,CHARLOTTE,MECKLENBURG,35.213882,-80.826043
NONCD0003184,BANK ST TCE,3331 GRIFFITH ST,CHARLOTTE,MECKLENBURG,35.202277,-80.875232
NONCD0003185,AUTO TOP MANUFACTURING,1532 S TRYON ST,CHARLOTTE,MECKLENBURG,35.215616,-80.857542
NONCD0003186,W SOUTH ST TCE,601 W SOUTH ST,RALEIGH,WAKE,35.772094,-78.648581
NONCD0003187,KOURY ENTERPRISES COMPANY LLC,1029 WINSTON ST,GREENSBORO,GUILFORD,36.085761,-79.763047
NONCD0003188,RENFRO CORPORATION,611 LINVILLE ROAD,MOUNT AIRY,SURRY,36.51157,-80.59277
NONCD0003189,MOUNTAIN POINT LN PCE,MOUNTAIN POINT LN,CHARLOTTE,MECKLENBURG,35.34293,-80.92316
NONCD0003190,ATLANTIC AVE METALS,1110 ATLANTIC AVE,ROCKY MOUNT,EDGECOMBE,35.961769,-77.785492
NONCD0003192,CHINA GROVE INDUSTRIAL COMPLEX,308 E THOM ST,CHINA GROVE,ROWAN,35.55804,-80.58611
NONCD0003193,FARM CHEMICALS RAEFORD,2274 ST. PAULS HWY,RAEFORD,HOKE,34.956198,-79.193233
NONCD0003194,DURHAM MAIN SUBSTATION,947 WASHINGTON ST,DURHAM,DURHAM,36.00849,-78.90118
NONCD0003195,CENTRAL AVE PESTICIDES AND VOCS,3512 & 3534 CENTRAL AVE,CHARLOTTE,MECKLENBURG,35.215627,-80.784938
NONCD0003196,FAULKNERS GULF GREENSBORO,2910 WEST GATE BLVD,GREENSBORO,GUILFORD,36.050284,-79.834927
NONCD0003198,W MARTIN STREET TCE,313 W MARTIN ST,RALEIGH,WAKE,35.77701,-78.64432
NONCD0003199,BLYTHE BLVD HOSPITAL PROPERTY,1130 BLYTHE BLVD,CHARLOTTE,MECKLENBURG,35.20006,-80.83905
NONCD0003200,INDUSTRIAL DRIVE TCE,430 INDUSTRIAL DR,WENDELL,WAKE,35.78845,-78.3782
NONCD0003201,HENDERSON LAUNDRY,341 N CHESTNUT ST,HENDERSON,VANCE,36.331097,-78.401637
NONCD0003202,N ROXBORO ST PCE,5258 N ROXBORO ST,DURHAM,DURHAM,36.07495,-78.90882
NONCD0003203,ROAD WOLVES INC FERTILIZER SPILL,"MILE MARKER 11, I-40 EAST",I-40 EAST,HAYWOOD,35.698318,-83.045473
NONCD0003204,KINGSLEY DR METALS,2035 KINGSLEY DR,ALBEMARLE,STANLY,35.349919,-80.222788
NONCD0003205,EVERHART TIRE NON-UST,806 N MAIN ST,LEXINGTON,DAVIDSON,35.830767,-80.245393
NONCD0003206,ETHAN ALLEN WOODFIN,950 RIVERSIDE DR,WOODFIN,BUNCOMBE,35.623803,-82.578909
NONCD0003207,PENDER COUNTY ABC BOARD,HWY 117 S,BURGAW,PENDER,34.55355,-77.91319
NONCD0003208,FORMER PRESBYTERIAN HOME OF HIGH POINT,201 GREENSBORO ROAD,HIGH POINT,GUILFORD,35.982758,-79.976864
NONCD0003209,SOUTHSIDE DR TCE,101 AND 117 SOUTHSIDE DR,CHARLOTTE,MECKLENBURG,35.184971,-80.879416
NONCD0003210,ETNA 231,226 W HARRISON ST,REIDSVILLE,ROCKINGHAM,36.3553,-79.66358
NONCD0003211,NCDOT MAINT FACILITY CASHIERS NON-UST,150 US 64 W,CASHIERS,JACKSON,35.114477,-83.103549
NONCD0003212,CIRCLE K 2723303 - SOLVENTS,2506 S SAUNDERS ST,RALEIGH,WAKE,35.7497,-78.649585
NONCD0003214,SELKIRK RLTY: PHARR YARNS SPACE DYE PLNT,MAIN ST,MCADENVILLE,GASTON,35.260232,-81.076601
NONCD0003215,D&H DEHAII PROPERTY,1155 ENTERPRISE BLVD,KINSTON,LENOIR,35.266469,-77.66922
NONCD0003216,"SODA POP CENTER, LLC",5 N 12TH ST,WILMINGTON,NEW HANOVER,34.237226,-77.934527
NONCD0003217,POLK STREET CONTAMINATION,"311, 313, & 315 N POLK ST",PINEVILLE,MECKLENBURG,35.08738,-80.88818
NONCD0003218,GREENSBORO AIRPORT VICINITY PFAS,803 N TERMINAL SERVICE RD,GREENSBORO,GUILFORD,36.10789,-79.93146
NONCD0003219,SAWYER ROAD STOCKPILES - A,1451 SAWYER RD,RALEIGH,WAKE,35.760871,-78.62947
NONCD0003221,GUC OPERATIONS CENTER,801 MUMFORD RD,GREENVILLE,PITT,35.6300032,-77.363274
NONCD0003222,W CUMBERLAND ST PCE,1206 WEST CUMBERLAND ST,DUNN,HARNETT,35.314283,-78.622322
NONCD0003223,WEAVER FERTILIZER WINSTON-SALEM,4440 N CHERRY ST,WINSTON-SALEM,FORSYTH,36.149726,-80.26417
NONCD0003224,"CAROLINA HOSIERY MILLS, INC",220 ELMIRA ST,BURLINGTON,ALAMANCE,36.103202,-79.44522
NONCD0003226,SAWYER ROAD STOCKPILES - B,1421 SAWYER RD,RALEIGH,WAKE,35.762218,-78.629682
NONCD0003227,TRIANGLE CHEMICAL COMPANY,WASHINGTON ST & DIXIE DR,WILLIAMSTON,MARTIN,35.852561,-77.055775
NONCD0003229,NC-43 & CRESTVILLE BLVD PCE-TCE,502 SW GREENVILLE BLVD,GREENVILLE,PITT,35.57378,-77.39442
NONCD0003232,GURLEY MILL PRINCETON,120 S PINE ST,PRINCETON,JOHNSTON,35.465526,-78.161242
NONCD0003233,NORTHWEST BLVD WASTE OIL TANK,727 W NORTHWEST BLVD,WINSTON-SALEM,FORSYTH,36.106043,-80.254073
NONCD0003235,WEAVER FERTILIZER BROWNSBORO ROAD,4020 BROWNSBORO RD,WINSTON-SALEM,FORSYTH,36.14473,-80.26687
NONCD0003236,SPEEDWAY 6986,3912 WESTERN BLVD,RALEIGH,WAKE,35.784825,-78.691337
NONCD0003237,GOLDSBORO BULK PLANT,610 N JAMES ST,GOLDSBORO,WAYNE,35.390745,-77.9950121
NONCD0003238,STEELE COTTON MILL,1201 STEEL ST,LENOIR,CALDWELL,35.91015,-81.546146
NONCD0003239,CAROLINA CIVIC CENTER LUMBERTON,315 N CHESTNUT ST,LUMBERTON,ROBESON,34.619116,-79.007958
NONCD0003244,BLUE BELL MILL,1241 COLLEGE AVE SW,LENOIR,CALDWELL,35.908337,-81.545101
NONCD0003245,WEBBER AUTOMOTIVE,10624 OLD US HWY 52,WINSTON-SALEM,DAVIDSON,35.96221,-80.2198
NONCD0003246,SOUTHBANK BUILDING,400 WEST MAIN ST,DURHAM,DURHAM,35.99762,-78.90441
NONCD0003248,CLEVELAND MILLS,101 W MAIN ST,LAWNDALE,CLEVELAND,35.41163,-81.562391
NONCD0003249,N TRYON STREET VOCS,2231 N TRYON ST,CHARLOTTE,MECKLENBURG,35.245345,-80.819963
NONCD0003250,SWEETEN CREEK ROAD VOCS,130 SWEETEN CREEK ROAD,ASHEVILLE,BUNCOMBE,35.5593,-82.5231
NONCD0003251,E 2ND AVE PCE,19 E 2ND AVE,LEXINGTON,DAVIDSON,35.82203,-80.25366
NONCD0003253,SKENES AVE PCE,220 SKENES AVE,HENDERSON,VANCE,36.30902,-78.40567
NONCD0003255,FORTRESS WOOD PRODUCTS GSO,1 METALS DR,GREENSBORO,GUILFORD,36.014594,-79.900318
NONCD0003256,HERITAGE SQUARE III,606 FAYETTEVILLE RD,DURHAM,DURHAM,35.987877,-78.899948
NONCD0003257,ADMIRATION HOSIERY MILLS,4210 YANCEY RD,CHARLOTTE,MECKLENBURG,35.186329,-80.883168
NONCD0003258,MYRTLE DESK CO,"GREEN DR, GRIMES AVE, & TAYLOR",HIGH POINT,GUILFORD,35.949698,-80.014222
NONCD0003259,SHOP TOWEL RENTALS,216 W 24TH ST,CHARLOTTE,MECKLENBURG,35.245104,-80.823295
NONCD0003260,RALEIGH ICE CENTER,912 HODGES ST,RALEIGH,WAKE,35.813883,-78.622991
NONCD0003261,SOUTH AND HOLLIS LOSO,SOUTH BLVD & HOLLIS RD,CHARLOTTE,MECKLENBURG,35.193285,-80.872454
NONCD0003262,SOUTH GRAHAM TOWER,401 SOUTH GRAHAM ST,CHARLOTTE,MECKLENBURG,35.227825,-80.85024
NONCD0003263,SOUTH TRYON COMMERCIAL,2027 S TRYON ST,CHARLOTTE,MECKLENBURG,35.211589,-80.86588
NONCD0003264,CRESCENT AVE AND PROVIDENCE ROAD PCE,CRESCENT AVE AND PROVIDENCE RD,CHARLOTTE,MECKLENBURG,35.20401,-80.8245
NONCD0003265,HILLSBOROUGH ST SOLVENTS,5651 HILLSBOROUGH ST,RALEIGH,WAKE,35.786043,-78.72411
NONCD0003266,WILLIAMS AND GENTRY PCE,913 W MAIN ST,YADKINVILLE,YADKIN,36.1351,-80.6768
NONCD0003269,BAILEYTOWN CHURCH RD AND NC HWY 89 E PCE,BAILEYTOWN CHURCH RD NCHWY89 E,WALNUT COVE,STOKES,36.32046,-80.14228
NONCD0003270,BROWNING TIRE AND AUTO,601 SOUTH 17TH ST,WILMINGTON,NEW HANOVER,34.229299,-77.926467
NONCD0003271,ROSE ICE AND COAL,1122 - 1202 MARKET ST,WILMINGTON,NEW HANOVER,34.23617,-77.93415
NONCD0003273,AC DELCO BUILDING,N SPRUCE ST AND W 2ND ST,WINSTON-SALEM,FORSYTH,36.09631,-80.2484
NONCD0003274,SAMS PIT STOP,FRANCIS ST AND WAUGHTOWN ST,WINSTON-SALEM,FORSYTH,36.06938,-80.21929
NONCD0003275,RENTAL UNIFORM SERVICES OF STATESVILLE,1203 NORTH BARKLEY ROAD,STATESVILLE,IREDELL,35.767141,-80.854597
NONCD0003276,NISSEN WAGON WORKS,1539 WAUGHTOWN ST,WINSTON-SALEM,FORSYTH,36.06971,-80.20563
NONCD0003277,UNIVERSAL INDUSTRIAL PARK SITE,2411 E MLK JR DR,HIGH POINT,GUILFORD,35.965552,-79.963042
NONCD0003278,AVONDALE MILLS SANFORD,500 N 7TH ST,SANFORD,LEE,35.489079,-79.165436
NONCD0003279,NORTH RALEIGH BLVD VOCS,2512 YONKERS RD,RALEIGH,WAKE,35.80871,-78.60079
NONCD0003280,HWY 70 MOREHEAD CITY,5429 HIGHWAY 70 EAST,MOREHEAD CITY,CARTERET,34.74379,-76.8273
NONCD0003281,CAPITAL POWER,1281 POWERHOUSE DR,SOUTHPORT,BRUNSWICK,33.94505,-78.01083
NONCD0003283,S MAIN SALISBURY,S MAIN ST,SALISBURY,ROWAN,35.66309,-80.47549
NONCD0003284,SUNBELT 4500 SITE,HUFFMAN MILL RD AND KERNEY DR.,BURLINGTON,ALAMANCE,36.075172,-79.491339
NONCD0003285,CEMEX CONSTRUCTION,3290 AND 3230 N LIBERTY ST,WINSTON-SALEM,FORSYTH,36.130825,-80.232674
NONCD0003286,NISBET MARINE MART,1320 AND 1328 S TRYON ST,CHARLOTTE,MECKLENBURG,35.217765,-80.854863
NONCD0003287,SOUTH END BUSINESS PARK,CLANTON RD AND S TRYON ST,CHARLOTTE,MECKLENBURG,35.197207,-80.87825
NONCD0003288,SERVICEMASTER FOX ASSOCIATES,3638 AND 3642 TRYCLAN DR,CHARLOTTE,MECKLENBURG,35.194684,-80.876851
NONCD0003289,TARMAC VIRGINIA,3934 RALEIGH ST,CHARLOTTE,MECKLENBURG,35.251519,-80.7963
NONCD0003290,HWY 70 BUSINESS AUTOMOTIVE,7748 US HWY 70 BUS W,CLAYTON,JOHNSTON,35.609453,-78.415661
NONCD0003291,ACADEMI TRAINING FACILITY,850 PUDDIN RIDGE RD,MOYOCK,CAMDEN,36.45441,-76.20576
NONCD0003292,NCSU WATER CHILLER RELEASE,20 WATAUGA CLUB DR,RALEIGH,WAKE,34.78548,-78.664013
NONCD0003294,BYNUM FIRST AND LAST MART,5520 US HWY 15-501 N,PITTSBORO,CHATHAM,35.78173,-79.130722
NONCD0003296,EAST CHURCH ST CONTAMINATION,EAST CHURCH ST,LAURINBURG,SCOTLAND,34.767006,-79.434975
NONCD0003297,GIGI HOLDINGS LLC,905 W 5TH ST,WASHINGTON,BEAUFORT,35.551891,-77.064297
NONCD0003298,OLD US HWY 1 BROMOFORM,1010 OLD US HWY 1,SOUTHERN PINES,MOORE,35.167101,-79.404007
NONCD0003299,BUD MORRIS RD,7648 BUD MORRIS RD,WAKE FOREST,WAKE,35.99803,-78.61068
NONCD0003300,N CHERRY ST AND INDIANA AVE PCE,N CHERRY ST AND INDIANA AVE,WINSTON-SALEM,FORSYTH,36.152,-80.26471
NONCD0003301,GEMSEAL PAVEMENT PRODUCTS,139 S WALNUT CIRCLE,GREENSBORO,GUILFORD,36.06616,-79.880889
NONCD0003302,SPEED WASH,1805 E GREEN DR,HIGH POINT,GUILFORD,35.95344,-79.98409
NONCD0003303,N CALDWELL STREET PCE,N CALDWELL ST,BREVARD,TRANSYLVANIA,35.2376,-82.73244
NONCD0003304,ALS CLEANERS,270 SOUTH STRATFORD ROAD,WINSTON-SALEM,FORSYTH,36.09266,-80.28252
NONCD0003305,USCT LLC,212 W HANOVER RD,GRAHAM,ALAMANCE,36.084063,-79.403862
NONCD0003306,"CULP, INC.",1150 SILVER CT,HIGH POINT,GUILFORD,35.92515,-80.00263
NONCD0003307,BUNKER RD,2835 HARVEY POINT RD,HERTFORD,PERQUIMANS,36.09869,-76.33737
NONCD0003308,KIDDE FENWAL PFAS,5036 ONE WORLD WAY,WAKE FOREST,WAKE,35.923143,-78.535709
NONCD0003309,CHAPEL HILL COMMUNITY CENTER PARK,120 SOUTH ESTES DR,CHAPEL HILL,ORANGE,35.92594141,-79.03283081
NONCD0003310,PINEVILLE RD TCE IN GROUNDWATER,6000 OLD PINEVILLE RD,CHARLOTTE,MECKLENBURG,35.159044,-80.880171
NONCD0003311,VIRGINIA MILLS,2703 DARRELL NEWTON DR,GRAHAM,ALAMANCE,36.023141,-79.364165
NONCD0003312,THE MADISON,"603, 605, 607, 609 GLENWOOD AV",RALEIGH,WAKE,35.788049,-78.647928
NONCD0003314,DEPOT ST PCE IN GROUNDWATER,59 DEPOT ST,WAYNESVILLE,HAYWOOD,35.492355,-82.988155
NONCD0003315,WORTHVILLE MILL,216 RUSSELL WALKER AVE,RANDLEMAN,RANDOLPH,35.801437,-79.777471
NONCD0003316,HD SUPPLY,1414  SOUTH TRYON ST,CHARLOTTE,MECKLENBURG,35.217203,-80.855771
NONCD0003317,IDEAL TOOL & DIE,3021 BANK ST,CHARLOTTE,MECKLENBURG,35.201321,-80.875304
NONCD0003318,EAST 7TH STREET SOLVENTS,965 E 7TH ST,CHARLOTTE,MECKLENBURG,35.22216,-80.83092
NONCD0003319,HARDY GULF,484 CARTHAGE ST,CAMERON,MOORE,35.326611,-79.254931
NONCD0003320,TROLLEY AND BUS YARD,920 ORANGE ST,WILMINGTON,NEW HANOVER,34.23315,-77.93703
NONCD0003322,COASTAL CLEANERS,100 WESTERN BLVD,JACKSONVILLE,ONSLOW,34.74527,-77.37758
NONCD0003323,BP FOOD SHOP,924 E HARDEN ST,GRAHAM,ALAMANCE,36.06116,-79.38056
NONCD0003324,CORBIN ST PCE JACKSONVILLE,501 CORBIN ST,JACKSONVILLE,ONSLOW,34.741763,-77.362901
NONCD0003325,BENTLEY BEATTIES FORD,10725 & 10719 BEATTIES FORD RD,HUNTERSVILLE,MECKLENBURG,35.36833,-80.90217
NONCD0003326,SOUTHERN PAINT & WATERPROOFING COMPANY,"3300, 3302, 3306 LIBERTY RD",GREENSBORO,GUILFORD,36.023865,-79.764087
NONCD0003327,UNIVERSITY PARKWAY BLOCK SOLVENT RELEASE,2710-2700 UNIVERSITY PARKWAY,WINSTON-SALEM,FORSYTH,36.12505,-80.25906
NONCD0003328,MINT HILL SPECIALTY PRINTING,1737 UNIVERSITY COMMERCIAL PL,CHARLOTTE,MECKLENBURG,35.2653,-80.74474
